parcela,arvore,comum,cientifico,familia,dap2012,hcom,ht,vertical,luminosidade
T20,61,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,12.5,10.1,18.66,S,2
T20,62,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,70,29.92,49.45,C,1
T20,63,axixa,Sterculia pruriens,Malvaceae,14.3,11.13,17.71,S,2
T20,64,guajara cinza,Pouteria sp.,Sapotaceae,89.2,28.02,49.86,E,1
T20,65,caramuxi,Pouteria hispida,Sapotaceae,65.6,22.39,33.21,C,2
T20,66,goiabao,Pradosia cochlearia,Sapotaceae,45.7,15.8,34.83,C,2
T20,67,jarana,Lecythis lurida,Lecythidaceae,54.4,23.36,32.01,C,2
T20,68,ucuuba,Virola michelii,Myristicaceae,36.2,25.44,34.47,C,2
T20,69,matamata preto,Eschweilera ovata,Lecythidaceae,20.1,14.64,25.64,S,2
T20,70,arataciu,Sagotia racemosa,Euphorbiaceae,16.9,7.94,16.04,S,2
T20,71,guajara branco,Pouteria sp.,Sapotaceae,36.2,24.06,32.94,C,2
T20,72,goiabao,Pradosia cochlearia,Sapotaceae,46.2,25.44,36.83,C,2
T20,73,axixa,Sterculia pruriens,Malvaceae,43,17.82,32.5,C,2
T20,74,mato,NA,NA,13.8,11.3,14.21,S,2
T20,75,matamata branco,Eschweilera coriacea,Lecythidaceae,46.5,23.68,34.62,C,2
T20,76,breu barrote,Tetragastris panamensis,Burseraceae,40.2,20.93,31.8,C,2
T20,77,caramuxi,Pouteria hispida,Sapotaceae,45.6,19.66,26.81,S,2
T20,78,jatereu,Lecythis idatimon,Lecythidaceae,37.4,19.05,27.56,C,2
T20,79,inhare,Helicostylis sp.,Moraceae,45,17.17,20.61,S,1
T20,80,matamata branco,Eschweilera coriacea,Lecythidaceae,38.9,25.19,27.75,C,2
T20,81,jatereu,Lecythis idatimon,Lecythidaceae,23.7,19.96,27.59,S,1
T20,82,louro-chumbo,Aiouea sp.,Lauraceae,10.9,8.72,12.94,S,2
T20,84,louro rajado,Licaria sp.,Lauraceae,24.2,15.87,21.29,S,2
T20,85,guajara branco,Pouteria sp.,Sapotaceae,14.1,10.43,15.13,S,2
T20,86,matamata branco,Eschweilera coriacea,Lecythidaceae,13.5,7.56,10.77,S,2
T20,87,abiurana branca,Pouteria guianensis,Sapotaceae,40.9,17.16,29.09,C,2
T20,88,jatereu,Lecythis idatimon,Lecythidaceae,22.4,13.08,22.34,S,2
T20,89,embauba branca,Cecropia palmata,Urticaceae,38.3,23.33,31.56,E,1
T20,90,embauba branca,Cecropia palmata,Urticaceae,37,15.17,21.55,E,1
T20,91,tachi preto,Tachigali myrmecophila,Fabaceae,10.9,12.3,18.44,S,2
T20,92,mamoninha,Esenbeckia febrifuga,Rutaceae,27.1,11.3,20.15,S,1
T20,93,parajuba,Manilkara bidentata,Sapotaceae,49.7,21.26,31.69,C,1
T20,95,louro preto,Nectandra cuspidata,Lauraceae,35.8,23.1,31.07,C,2
T20,96,morta,NA,NA,38.6,NA,14.97,NA,NA
T21,1,iperana,Eperua bijuga,Fabaceae,21.9,11.93,23.04,S,2
T21,2,matamata preto,Eschweilera ovata,Lecythidaceae,69.8,23.68,38.28,C,2
T21,3,abiurana,Pouteria gongrijpii,Sapotaceae,43,21.37,29.64,E,1
T21,4,jatereu,Lecythis idatimon,Lecythidaceae,38,18.67,28.04,S,2
T21,5,matamata preto,Eschweilera ovata,Lecythidaceae,58.3,20.52,36.02,S,2
T21,6,cajuacu,Anacardium spruceanum,Anacardiaceae,79.9,22.67,37.89,E,1
T21,7,caramuxi,Pouteria hispida,Sapotaceae,40.7,22.01,32.99,C,2
T21,8,abiurana,Pouteria gongrijpii,Sapotaceae,69,36.79,44.59,C,2
T21,9,jatereu,Lecythis idatimon,Lecythidaceae,15,6.65,9.36,S,2
T21,10,abiurana,Pouteria gongrijpii,Sapotaceae,74.7,19.06,34.75,C,2
T21,11,iperana,Eperua bijuga,Fabaceae,19.5,18.55,24.15,S,2
T21,12,abiurana branca,Pouteria guianensis,Sapotaceae,47,25.99,40.02,S,2
T21,13,breu vermelho,Protium hebetatum,Burseraceae,40.8,25.8,35.84,C,2
T21,14,matamata branco,Eschweilera coriacea,Lecythidaceae,35.9,16.69,34.67,S,2
T21,15,abiurana branca,Pouteria guianensis,Sapotaceae,53,24.57,35.31,C,1
T21,16,jatereu,Lecythis idatimon,Lecythidaceae,43,15.29,17.97,E,1
T21,17,jatereu,Lecythis idatimon,Lecythidaceae,15.7,15.96,17.19,S,2
T21,18,tachi preto,Tachigali myrmecophila,Fabaceae,62.8,26.77,44.24,E,1
T21,19,iperana,Eperua bijuga,Fabaceae,35.9,15.61,28.51,S,2
T21,20,iperana,Eperua bijuga,Fabaceae,36.6,17.16,29.09,S,2
T21,21,capueiro,Rinorea guianensis,Violaceae,15.6,12.54,19.79,S,1
T21,22,morta,NA,NA,39.9,NA,5.01,NA,NA
T21,23,morta,NA,NA,28.9,NA,13.86,NA,NA
T21,24,envira-surucucu,Duguetia surinamensis,Annonaceae,11.6,12.09,16.26,S,2
T21,25,abiurana branca,Pouteria guianensis,Sapotaceae,42.3,20.9,30.49,S,2
T21,26,iperana,Eperua bijuga,Fabaceae,12.3,4.2,9.02,S,1
T21,27,caramuxi,Pouteria hispida,Sapotaceae,24.2,8.33,10.89,S,1
T21,28,morta,NA,NA,60.7,NA,25.17,NA,NA
T21,29,breu vermelho,Protium hebetatum,Burseraceae,47.7,16.44,33.95,C,2
T21,30,iperana,Eperua bijuga,Fabaceae,41.7,19.72,26.28,C,2
T21,31,tento,Ormosia grossa,Fabaceae,12,10.72,18.78,S,2
T21,32,louro-abacate,Ocotea glomerata,Lauraceae,46.6,25.85,30.52,C,2
T21,33,matamata preto,Eschweilera ovata,Lecythidaceae,60.5,23.62,34.2,C,2
T21,34,iperana,Eperua bijuga,Fabaceae,10.8,5.26,6.61,S,2
T21,35,capueiro,Rinorea guianensis,Violaceae,13.5,13.7,18.44,S,2
T21,36,morta,NA,NA,38.9,NA,11.88,NA,NA
T21,37,fava-saboeiro,Abarema cochleata,Fabaceae,54.1,21.32,26.22,C,1
T21,38,macaranduba,Manilkara huberi,Sapotaceae,109.7,32.21,41.42,E,1
T21,39,seringueira,Hevea brasiliensis,Euphorbiaceae,85.9,33.26,42.01,E,1
T21,40,jatereu,Lecythis idatimon,Lecythidaceae,28.6,17.95,26.18,C,2
T21,41,iperana,Eperua bijuga,Fabaceae,35.9,13.4,22.82,C,2
T21,42,iperana,Eperua bijuga,Fabaceae,29.7,16.62,23.08,C,2
T21,43,roxinho,Peltogyne lecointei,Fabaceae,90,22.19,33.06,E,1
T21,44,seringarana,Micrandra minor,Euphorbiaceae,40.6,29.42,24.39,S,2
T21,45,matamata branco,Eschweilera coriacea,Lecythidaceae,42.8,15.64,25.41,C,2
T21,46,uxirana,Sacoglottis guianensis,Humiriaceae,53.4,16.98,22.67,C,1
T21,47,matamata vermelho,Eschweilera coriacea,Lecythidaceae,10.2,6.46,8.49,S,2
T21,48,morta,NA,NA,42.8,NA,19.9,NA,NA
T21,49,mapatirana,Pourouma villosa,Urticaceae,42.2,14.6,25.63,S,2
T21,50,breu barrote,Tetragastris panamensis,Burseraceae,56.9,16.23,28.18,C,2
T21,51,uxi,Endopleura uchi,Humiriaceae,39.5,15.85,21.93,S,2
T21,52,caramuxi,Pouteria hispida,Sapotaceae,39.7,17.32,23.97,E,1
T21,53,matamata preto,Eschweilera ovata,Lecythidaceae,37.7,18.08,25.37,S,2
T21,54,freijo branco,Cordia scabrifolia,Boraginaceae,61.5,16.54,21.77,C,2
T21,55,uxi,Endopleura uchi,Humiriaceae,50.4,15.78,24.65,C,2
T21,56,abiu cutite,NA,NA,43.4,13.9,19.48,E,1
T21,57,abiurana casca fina,Pouteria retinervis,Sapotaceae,16.6,10.19,14.89,S,2
T21,58,carapanauba,Aspidosperma excelsum,Apocynaceae,51.1,21.26,28.56,E,1
T21,59,capueiro,Rinorea guianensis,Violaceae,19.1,14.78,20.31,S,2
T21,60,mapatirana,Pourouma villosa,Urticaceae,59.7,19.77,29.69,E,1
T21,61,inga,Inga marginata,Fabaceae,36.7,10.91,14.84,S,2
T21,62,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,53.1,21.22,28.25,C,2
T21,63,ucuuba,Virola michelii,Myristicaceae,47.5,29.07,37.17,C,2
T21,64,inga branco,Inga thibaudiana,Fabaceae,24.5,16.5,21.12,S,2
T21,65,capueiro,Rinorea guianensis,Violaceae,10.3,3.8,7.58,S,2
T21,66,matamata branco,Eschweilera coriacea,Lecythidaceae,47,11.43,20.3,C,2
T21,67,parajuba,Manilkara bidentata,Sapotaceae,79.7,25.16,38.4,E,1
T21,68,jatereu,Lecythis idatimon,Lecythidaceae,10.4,8.85,12.63,S,2
T21,69,guajara cinza,Pouteria sp.,Sapotaceae,70.8,21.72,34.35,C,2
T21,70,jatereu,Lecythis idatimon,Lecythidaceae,18.3,14.54,22.77,S,2
T21,71,abiurana branca,Pouteria guianensis,Sapotaceae,32.6,22.67,31.21,S,2
T21,72,iperana,Eperua bijuga,Fabaceae,36.9,19.59,24.37,S,2
T21,73,iperana,Eperua bijuga,Fabaceae,45.9,16.45,21.84,S,1
T21,74,macucu,Licania guianensis,Chrysobalanaceae,63.2,19.83,29.42,C,1
T21,75,breu barrote,Tetragastris panamensis,Burseraceae,31.3,18.25,26.87,S,2
T21,76,breu barrote,Tetragastris panamensis,Burseraceae,51,18.12,29.42,C,1
T21,77,capueiro,Rinorea guianensis,Violaceae,16.2,14.75,20.82,S,2
T21,78,breu vermelho,Protium hebetatum,Burseraceae,23.3,17.68,25.12,S,2
T21,79,matamata branco,Eschweilera coriacea,Lecythidaceae,55.6,19.43,30.14,C,2
T21,80,morta,NA,NA,39,NA,2.84,NA,NA
T21,81,breu barrote,Tetragastris panamensis,Burseraceae,51.6,20.03,28.27,S,2
T21,82,tauari,Couratari stellata,Lecythidaceae,43,18.05,33.31,C,2
T21,83,iperana,Eperua bijuga,Fabaceae,12.5,8.51,16.35,S,2
T21,84,araracanga,Aspidosperma spruceanum,Apocynaceae,38.3,23.5,36.1,E,1
T21,85,macaranduba,Manilkara huberi,Sapotaceae,85.7,26.24,37.82,E,1
T21,86,cucutitiriba,Pouteria sp.,Sapotaceae,11.9,10.53,16.56,S,2
T21,87,iperana,Eperua bijuga,Fabaceae,37.8,15.4,22.78,S,1
T21,88,matamata branco,Eschweilera coriacea,Lecythidaceae,50.3,15.03,22.67,S,2
T21,90,mapatirana,Pourouma minor,Urticaceae,40.7,15.35,34.22,S,2
T21,91,inga-xixica,Inga heterophylla,Fabaceae,34.4,20.2,27.61,C,1
T21,92,seringarana,Micrandra minor,Euphorbiaceae,14.6,15.38,21.59,S,2
T21,93,breu vermelho,Protium hebetatum,Burseraceae,11.9,13.55,20.83,S,2
T21,94,matamata branco,Eschweilera coriacea,Lecythidaceae,44,13.17,29.03,C,2
T21,95,jatereu,Lecythis idatimon,Lecythidaceae,17.4,11.18,18.16,S,2
T21,96,jatereu,Lecythis idatimon,Lecythidaceae,12.5,8.78,18.58,S,2
T21,97,caramuxi,Pouteria hispida,Sapotaceae,39.7,18.37,25.34,S,2
T21,98,seringarana,Micrandra minor,Euphorbiaceae,44.7,20.35,30.46,E,1
T21,99,morta,NA,NA,60,NA,43.59,NA,NA
T21,100,ucurana,Sloanea guianensis,Elaeocarpaceae,22.8,16.98,19.57,S,2
T21,101,jatereu,Lecythis idatimon,Lecythidaceae,10.8,10.97,15.03,S,2
T21,102,breu barrote,Tetragastris panamensis,Burseraceae,36.7,12.68,22.6,S,2
T21,103,iperana,Eperua bijuga,Fabaceae,63.1,16.06,24.78,C,1
T21,104,jutai-pororoca,Dialium guianense,Fabaceae,44.4,16.67,25.44,C,1
T21,105,mato,NA,NA,36.2,17.31,26.6,S,2
T21,106,jatereu,Lecythis idatimon,Lecythidaceae,12,15.22,18.2,S,2
T21,107,morta,NA,NA,38.1,NA,16.91,NA,NA
T21,108,caramuxi,Pouteria hispida,Sapotaceae,47.9,NA,23.36,S,1
T22,1,breu branco,Protium paniculatum,Burseraceae,10.9,5.79,9.99,S,3
T22,2,tachi preto,Tachigali myrmecophila,Fabaceae,55.5,28.82,51.28,C,1
T22,3,tachi preto,Tachigali myrmecophila,Fabaceae,48.2,23.74,47.82,C,2
T22,4,iperana,Eperua bijuga,Fabaceae,17.6,22.17,33.62,S,2
T22,5,uxi,Endopleura uchi,Humiriaceae,42.6,23.13,33.74,C,2
T22,7,mato,NA,NA,29.5,23.12,36.63,S,2
T22,8,caramuxi,Pouteria hispida,Sapotaceae,36.2,20.98,33.02,C,2
T22,9,matamata branco,Eschweilera coriacea,Lecythidaceae,41.2,20.77,31.15,C,2
T22,10,freijo branco,Cordia scabrifolia,Boraginaceae,16.3,14.23,19.49,S,2
T22,11,louro,Ocotea canaliculata,Lauraceae,39.4,20.57,30.01,S,1
T22,12,inga amarelo,Inga sp.,Fabaceae,21.2,12.79,18.01,S,2
T22,13,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,11.7,3.43,4.61,S,2
T22,14,cucutitiriba,Pouteria sp.,Sapotaceae,10.2,3.6,4.78,S,2
T22,15,morta,NA,NA,22,NA,2.9,NA,NA
T22,16,breu barrote,Tetragastris panamensis,Burseraceae,19.3,7.66,11.28,S,2
T22,18,matamata branco,Eschweilera coriacea,Lecythidaceae,11,7.05,11.41,S,2
T22,19,tanibuca,Terminalia amazonia,Combretaceae,52.1,15.85,25.07,S,1
T22,20,iperana,Eperua bijuga,Fabaceae,27.7,15.92,21.27,S,2
T22,21,matamata preto,Eschweilera ovata,Lecythidaceae,22.6,6.84,16.24,S,2
T22,22,breu barrote,Tetragastris panamensis,Burseraceae,45.8,11.94,17.45,C,2
T22,23,capueiro,Rinorea guianensis,Violaceae,19.2,8.39,13.88,S,2
T22,24,jatereu,Lecythis idatimon,Lecythidaceae,19.8,9.52,17.44,S,2
T22,25,breu barrote,Tetragastris panamensis,Burseraceae,22.1,10.72,16.89,S,2
T22,26,matamata preto,Eschweilera ovata,Lecythidaceae,27,15.33,22.98,S,1
T22,27,breu barrote,Tetragastris panamensis,Burseraceae,10.3,5.35,8.62,S,2
T22,28,capueiro,Rinorea guianensis,Violaceae,17,14.79,20.88,S,2
T22,29,macaranduba,Manilkara huberi,Sapotaceae,78.8,41.75,57.64,E,1
T22,30,axixa,Sterculia pruriens,Malvaceae,48.8,16.86,25.59,S,1
T22,31,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,51,22.54,40.74,C,1
T22,32,breu barrote,Tetragastris panamensis,Burseraceae,41.7,17.01,27.63,S,1
T22,33,taperebarana,Spondias sp.,Anacardiaceae,38.1,10.25,15.13,S,1
T22,34,capueiro,Rinorea guianensis,Violaceae,23.5,14.2,24.19,S,1
T22,35,jatereu,Lecythis idatimon,Lecythidaceae,40.2,15.96,24.55,S,1
T22,36,itauba,Mezilaurus itauba,Lauraceae,83,9.62,10.89,S,1
T22,37,andirobarana,Guarea guidonia,Meliaceae,14.5,11.95,17.26,S,2
T22,38,matamata preto,Eschweilera ovata,Lecythidaceae,13.7,9.77,16.28,S,2
T22,39,matamata preto,Eschweilera ovata,Lecythidaceae,81,20.36,32.29,E,1
T22,40,breu barrote,Tetragastris panamensis,Burseraceae,35.1,6.56,12.12,S,2
T22,41,iperana,Eperua bijuga,Fabaceae,11.8,4.09,6.17,S,2
T22,42,iperana,Eperua bijuga,Fabaceae,19.8,7.42,14.4,S,2
T22,44,uxirana,Sacoglottis guianensis,Humiriaceae,57.2,18.74,29.07,E,1
T22,45,joao-mole,Neea oppositifolia,Nyctaginaceae,34.9,7.72,13.33,S,2
T22,46,envira,Xylopia sp.,Annonaceae,20,8.56,17.15,S,2
T22,47,jatereu,Lecythis idatimon,Lecythidaceae,29.6,12.64,20.23,S,2
T22,48,guajara cinza,Pouteria sp.,Sapotaceae,44,15.2,26.52,C,1
T22,49,matamata branco,Eschweilera coriacea,Lecythidaceae,53,16.23,27.63,E,1
T22,50,iperana,Eperua bijuga,Fabaceae,39.3,13.88,22.13,S,1
T22,51,jatereu,Lecythis idatimon,Lecythidaceae,24.4,13.6,21.87,S,1
T22,52,louro cunauaru,Endlicheria sp.,Lauraceae,60.5,25.04,38.47,E,1
T22,53,seringueira,Hevea brasiliensis,Euphorbiaceae,37.1,16.57,27.13,S,2
T22,54,capueiro,Rinorea guianensis,Violaceae,12.6,7.44,15.87,S,2
T22,55,preciosa,Aniba canelilla,Lauraceae,42.8,17.24,28.82,C,1
T22,56,angelim vermelho,Dinizia excelsa,Fabaceae,127,38.44,71.22,E,1
T22,57,inhare,Helicostylis sp.,Moraceae,14.6,8.24,12.34,S,2
T22,58,jatereu,Lecythis idatimon,Lecythidaceae,10,7.62,12.35,S,2
T22,59,breu barrote,Tetragastris panamensis,Burseraceae,30.2,9.66,19.16,S,2
T22,60,jatereu,Lecythis idatimon,Lecythidaceae,17.4,16.83,27.8,S,2
T22,61,jatereu,Lecythis idatimon,Lecythidaceae,42.2,21.14,34.14,S,2
T22,62,morta,NA,NA,70.6,NA,27.31,NA,NA
T22,63,pintadinho,Poeppigia procera,Fabaceae,43.3,10.35,17.7,S,2
T22,64,breu barrote,Tetragastris panamensis,Burseraceae,40,11.78,19.18,C,2
T22,65,burangica,Galipea trifoliata,Rutaceae,10.7,5.26,10.03,S,2
T22,66,tachirana,Stryphnodendron paniculatum,Fabaceae,36.3,13.43,21.76,C,2
T22,67,tachi preto,Tachigali myrmecophila,Fabaceae,55,15.19,28.24,E,1
T22,68,morta,NA,NA,20.5,NA,3.93,NA,NA
T22,69,capueiro,Rinorea guianensis,Violaceae,12.5,3.58,4.8,S,2
T22,70,axixa,Sterculia pruriens,Malvaceae,15.9,12.42,18.5,S,2
T22,71,capueiro,Rinorea guianensis,Violaceae,12.3,10.66,16.33,S,2
T22,72,breu barrote,Tetragastris panamensis,Burseraceae,46.5,13.87,20.86,C,2
T22,73,abiurana branca,Pouteria guianensis,Sapotaceae,13.6,4.67,6.64,S,2
T22,74,breu barrote,Tetragastris panamensis,Burseraceae,16.4,9,14.65,S,2
T22,75,breu de leite,Thyrsodium spruceanum,Anacardiaceae,11.2,4.52,9.3,S,2
T22,76,muiratinga,Maquira coriacea,Moraceae,14.1,7.07,12.43,S,2
T22,77,envira preta,Guatteria schomburgkiana,Annonaceae,40.1,17.56,25.32,S,2
T22,79,inga,Inga marginata,Fabaceae,30.3,8.61,17.18,S,2
T22,80,breu barrote,Tetragastris panamensis,Burseraceae,10.5,8.06,12.16,S,2
T22,81,pau santo,Zollernia paraensis,Fabaceae,10.8,7.15,12.4,S,2
T22,82,breu barrote,Tetragastris panamensis,Burseraceae,16.5,10.41,13.35,S,2
T22,83,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,11.8,6.74,9.32,S,2
T22,84,breu barrote,Tetragastris panamensis,Burseraceae,40.4,6.21,8.58,S,2
T22,85,matamata preto,Eschweilera ovata,Lecythidaceae,12.2,4.26,7.67,S,2
T22,86,jatereu,Lecythis idatimon,Lecythidaceae,12.7,6.37,10.8,S,2
T22,87,guariuba,Clarisia racemosa,Moraceae,10.7,6.23,8.76,S,2
T22,88,cucutitiriba,Pouteria sp.,Sapotaceae,25.5,13.88,16.9,S,2
T22,89,angelim rajado,Zygia racemosa,Fabaceae,41.7,40.33,55.02,S,2
T22,90,mato,NA,NA,14.2,27.57,38.06,S,2
T22,91,seringueira,Hevea brasiliensis,Euphorbiaceae,17.4,15.17,20.78,S,2
T22,92,capueiro,Rinorea guianensis,Violaceae,10.1,9.47,16.21,S,2
T22,93,fava amarela,Parkia sp.,Fabaceae,12.9,11.79,15.11,S,2
T22,94,matamata branco,Eschweilera coriacea,Lecythidaceae,22.6,18.44,28.8,S,2
T22,95,anani,Symphonia globulifera,Clusiaceae,42.3,26.79,40.07,C,2
T22,96,capueiro,Rinorea guianensis,Violaceae,15.5,18.01,22.86,C,2
T22,97,breu barrote,Tetragastris panamensis,Burseraceae,41.4,22.04,26.46,C,2
T22,98,abiu canelado,Micropholis crassipedicellata,Sapotaceae,53.2,32.12,40.39,C,2
T22,99,abiurana branca,Pouteria guianensis,Sapotaceae,36.2,33.6,42.81,C,2
T22,100,macaranduba,Manilkara huberi,Sapotaceae,62.2,30.52,39.78,C,2
T22,101,pau-jacare,Laetia procera,Salicaceae,50.7,42.14,52.74,E,1
T22,102,capueiro,Rinorea guianensis,Violaceae,17.7,19.61,24.81,S,2
T22,103,abiurana,Pouteria gongrijpii,Sapotaceae,18,18.53,25.61,S,2
T22,104,abiurana,Pouteria gongrijpii,Sapotaceae,10.4,7.82,11.61,S,2
T22,105,mato,NA,NA,21.1,20.37,28.08,S,2
